Üretici,Kök_Neden_TR,Çözüm_TR
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2016 - 2021 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, GT-Class, C-Class, E-Class, S-Class, CLS-Class, SL-Class, B-Class, GLB-Class, GLC-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen Bölüm 573 raporuna bakın.  İletişim modülünün yazılım tasarımı, bir çarpışma durumunda acil çağrı sistemi (eCall) için doğru araç konumunu iletmede başarısız olabilir.",MBUSA sahipleri bilgilendirecek ve iletişim modülü yazılımı bir satıcı tarafından veya kablosuz (OTA) güncelleme yoluyla ücretsiz olarak güncellenecektir.  Geri çağırma 12 Mart 2021'de başladı. Araç sahipleri 1-877-762-8267 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numarası 2021020025'tir.
SHASTA,"YAKIT HORTUMU, YAKIT POMPASINA BAĞLANDIĞI BÖLGEDEKİ BİR BRAKETE SÜRTÜNEBİLİR. HORTUM BRAKETE AŞINDIĞINDA SIZINTI OLABİLİR.",HASARLI HORTUMLAR DEĞİŞTİRİLECEK VE TÜM HORTUMLAR DİĞER BİLEŞENLERLE YETERLİ AÇIKLIK SAĞLAMAK İÇİN GEREKLİ OLARAK YENİDEN YERLEŞTİRİLECEKTİR. RADYATÖR HORTUMU VE YAKIT HATLARININ AŞINMASINI ÖNLEMEK İÇİN ÇERÇEVENİN BİR KISMINA KORUYUCU KENAR TAKILACAKTIR.
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2017-2022 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, AMG GT-Class, C-Class, E-Class, S-Class, SL-Class, GLC-Class, CLS-Class, GLB-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen MBUSA'nın geri çağırma raporuna bakın.  İletişim modülünün SIM kart yazılımındaki bir hata, mobil ağ bağlantısı hatasına neden olarak acil çağrı (eCall) sistemini devre dışı bırakabilir.","İletişim modülü yazılımı, Over-the-Air (OTA) güncellemesi yoluyla veya bir bayi tarafından ücretsiz olarak güncellenecektir.  Sahip bildirim mektupları 8 Temmuz 2022'de postalandı. Sahip bildirim mektupları 8 Temmuz 2022, 17 Mayıs 2024, 29 Temmuz 2024 ve 27 Eylül 2024'te aşamalı olarak postalanacak. Sahipler 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numaraları 2022060005 ve 2023110006'dır."
CHEVROLET,"General Motors, LLC (GM), orijinal olarak Alabama, Kaliforniya eyaletlerinde satılan veya kayıtlı olan bazı 2012 Cadillac Escalade, Escalade ESV, Escalade EXT, Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, Tahoe, GMC Sierra 1500, Sierra 2500/3500, Yukon ve Yukon XL'yi geri çağırıyor. Florida, Georgia, Hawaii, Louisiana, Mississippi, Güney Carolina, Teksas, Porto Riko, Amerikan Samoası, Guam, Kuzey Mariana Adaları (Saipan) ve ABD Virgin Adaları veya ""A Bölgesi"".    Bu araçlar, faz stabilize amonyum nitrat (PSAN) itici gaz içeren kurumamış yolcu ön şişiricileriyle donatılmıştır.  Bu şişiriciler, yüksek mutlak neme, yüksek sıcaklıklara ve yüksek sıcaklık döngüsüne uzun süre maruz kalmanın ardından meydana gelen itici gazın bozulması nedeniyle patlayabilir.",GM araç sahiplerini bilgilendirecek ve bayiler ön yolcu hava yastığı şişiricisini ücretsiz olarak alternatif bir hava yastığıyla değiştirecek.  Sahiplere güvenlik riski konusunda bilgi veren geçici mektuplar 22 Şubat 2021'de postalandı. Çözüm mevcut olduğunda ikinci bildirim mektupları postalanacak.  Sahip bildirim mektupları 11 Mayıs 2021'de postalandı. Sahipler 1-800-458-8006 numaralı telefondan Cadillac müşteri hizmetleriyle iletişime geçebilir; 1-800-222-1020 numaralı telefondan Chevrolet müşteri hizmetleri; ve 1-800-462-8782 numaralı telefondan GMC müşteri hizmetleri.  GM'nin bu geri çağırma numarası N212328770'tir.
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2016 - 2021 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, GT-Class, C-Class, E-Class, S-Class, CLS-Class, SL-Class, B-Class, GLB-Class, GLC-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen Bölüm 573 raporuna bakın.  İletişim modülünün yazılım tasarımı, bir çarpışma durumunda acil çağrı sistemi (eCall) için doğru araç konumunu iletmede başarısız olabilir.",MBUSA sahipleri bilgilendirecek ve iletişim modülü yazılımı bir satıcı tarafından veya kablosuz (OTA) güncelleme yoluyla ücretsiz olarak güncellenecektir.  Geri çağırma 12 Mart 2021'de başladı. Araç sahipleri 1-877-762-8267 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numarası 2021020025'tir.
BMW,"BMW of North America, LLC (BMW), belirli model yılı 2011-2017 olan X3 sDrive28i, X3 xDrive28i ve X3 xDrive35i'yi, 2 Temmuz 2010 ile 14 Nisan 2016 arasında üretilen araçları, 10 Mart 2014 ile 31 Mart 2016 arasında üretilen 2015-2017 X3 xDrive28d araçlarını ve 3 Mart 2014 ile 15 Nisan 2016 tarihleri arasında üretilen 2015-2017 x4 xDrive28i, X4 xDrive35i ve X4 xDriveM40i araçlar. Etkilenen araçlarda, Avrupa ISOFIX tipi, sert stil konnektörlü çocuk koltuğu sistemi kullanıldığında hasar görebilecek çocuk koltuğu koltuklarını sabitlemek için alt bağlantı çubukları bulunmaktadır.",BMW araç sahiplerini bilgilendirecek ve bayiler alt bağlantı çubuklarına ve araç gövdesine ücretsiz olarak bir takviye braketi kaynaklayacak.  Geri çağırma 13 Temmuz 2016'da başladı. Araç sahipleri 1-800-525-7417 numaralı telefondan BMW müşteri hizmetleriyle iletişime geçebilir.
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2017-2022 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, AMG GT-Class, C-Class, E-Class, S-Class, SL-Class, GLC-Class, CLS-Class, GLB-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen MBUSA'nın geri çağırma raporuna bakın.  İletişim modülünün SIM kart yazılımındaki bir hata, mobil ağ bağlantısı hatasına neden olarak acil çağrı (eCall) sistemini devre dışı bırakabilir.","İletişim modülü yazılımı, Over-the-Air (OTA) güncellemesi yoluyla veya bir bayi tarafından ücretsiz olarak güncellenecektir.  Sahip bildirim mektupları 8 Temmuz 2022'de postalandı. Sahip bildirim mektupları 8 Temmuz 2022, 17 Mayıs 2024, 29 Temmuz 2024 ve 27 Eylül 2024'te aşamalı olarak postalanacak. Sahipler 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numaraları 2022060005 ve 2023110006'dır."
JAYCO,"Jayco, Inc. (Jayco), 2016-2019 Jayco Greyhawk, 2016 ve 2018-2019 Jayco Redhawk, 2017 Jayco Envoy 200 Serisi ve 2018-2019 Entegra Odyssey, Jayco Esteem ve Jayco Greyhawk Prestige karavanlarını geri çağırıyor.  Tesviye sistemi hidrolik pompası ve rezervuarının montaj braketleri arızalanarak bileşenlerin zeminle temas etmesine neden olabilir.","Jayco, sahiplere ve bayilere ücretsiz olarak ek bir destek braketi kuracaklarını bildirecek. Geri çağırma 6 Kasım 2020'de başladı. Araç sahipleri, 1-800-517-9137 numaralı telefondan Jayco'nun müşteri hizmetleriyle iletişime geçebilir.  Jayco'nun bu geri çağırmaya ilişkin numarası 9901519'dur."
VOLVO,"VOLVO, GARMIN 760 TAŞINABİLİR GLOBAL KONUMLANDIRMA SİSTEMİ (GPS) ÜNİTELERİ İLE DONATILAN BAZI ARAÇLARI, BU ÜNİTELERDEKİ BATARYALARIN AŞIRI ISINABİLECEĞİ NEDENİYLE GERİ GERİ ÇEKİYOR.","VOLVO, SAHİPLERİNE LÜTFEN GARMIN TAŞINABİLİR GPS CİHAZINI KULLANMAYI DERHAL BIRAKMALARINI VE BİRİMLERİNİN ETKİLENİP ETKİLENMEDİĞİNİ BELİRLEMEK İÇİN GARMIN WEB SİTESİNİ ZİYARET ETMELERİNİ TAVSİYE EDER.  CİHAZIN PİLİ YENİ PİL İLE DEĞİŞTİRİLECEK VE PCB YANINA PİLİN ÜSTÜNE ARA PARÇA YERLEŞTİRİLECEKTİR.  BU HİZMET ÜCRETSİZ YAPILACAKTIR.  GÜVENLİK GERİ ÇAĞIRMASI 18 KASIM 2010'DA BAŞLADI. SAHİPLER 866-957-1981 ADRESİNDEN GARMIN'LE İLETİŞİME GEÇEBİLİR VEYA WWW.GARMIN.COM/NUVIBATTERYPCBRECALL ADRESİNDEKİ GARMIN'İN WEB SİTESİNİ ZİYARET EDEBİLİR."
DITCH WITCH,"Charles Machine Works, Inc., belirli 2020-2022 Ditch Witch VT24, VT12, VT14 ve 2022 VT14MV treylerlerini geri çağırıyor.  Araç sertifikasyon etiketinde doğru Brüt Aks Ağırlığı Değeri (GAWR) listelenmiyor.  Bu nedenle, bu araçlar Federal Motorlu Taşıt Güvenlik Standardı'nın (FMVSS) 120 numaralı ""Tekerlekler ve jantlar - binek otomobiller dışındaki"" şartlarına uymamaktadır.","Bayiler etiketleri ücretsiz olarak değiştirecektir.  Sahip bildirim mektupları 12 Aralık 2022'de postalandı. Sahipler, 1-580-572-2223 numaralı telefondan Charles Machine Work'ün müşteri hizmetleriyle iletişime geçebilir."
FREIGHTLINER,"PARK FRENİ KOLU, ARACI PARK ETTİĞİNDE KAYMAYA İZİN VERECEK DOĞRU KONUMDA KALMASINI SAĞLAMAK İÇİN MERKEZİN ÜZERİNDE YETERİNCE UZAKLIKTA OLMAYABİLİR.",BAYİLER EL FRENİ KOLUNU ÇIKARARAK 25 LB GEREKLİ BİR KOL İLE DEĞİŞTİRECEKTİR. SERBEST BIRAKMA ÇABA.
STARCRAFT,"BAZI TRANSİT OTOBÜSLER, FEDERAL MOTORLU ARAÇ STANDARDI NO. 225, ""ÇOCUK KOLTUĞU ANKRAJ SİSTEMLERİ.""  BRÜT ARAÇ AĞIRLIK ORANI 8500 LBS OLAN BAZI TRANSİT OTOBÜSLER. 10.000 LBS'YE KADAR. ÇOCUK KOLTUĞU ANKRAJ SİSTEMLERİ KURULMAMIŞTIR.",BAYİLER ÇOCUK KOLTUĞU ANKRAJ SİSTEMLERİNİ KURACAKTIR.  ARAÇLARINI ANLAŞILMIŞ BİR SERVİS TARİHİNDE YETKİLİ BİR BAYİYE GÖTÜREN VE MAKUL BİR SÜRE İÇİNDE ÜCRETSİZ ÇÖZÜM ALMAYAN SAHİPLERİN 1-800-348-7440 TELEFONUNDAN STARCRAFT İLE İLETİŞİME GEÇMESİ GEREKİR.
CUSTOM DESIGNED,"SEYAHAT BİRİMLERİ, 1200 SERİSİ NORCOLD BUZDOLABI İLE DONANIMLI BAZI ÖZEL TASARIMLI EĞLENCELİ ARAÇLARI GERİ ÇAĞIRIYOR.  ADRESLENEN BUZDOLABI POPÜLASYONU, OLASI BİR YANGININ ÖNLENMESİ AMACIYLA, YÜKSEK SICAKLIKLAR TESPİT EDİLDİĞİNDE BUZDOLABININ GÜCÜNÜ KESMEK İÇİN BİR ALGILAMA ALGORİTMASI VEYA TERMAL ANAHTAR İÇERMEKTEDİR.  SENSÖR ALGORİTMASI VE TERMAL ANAHTAR CİHAZLARININ GÜCÜ DURDURMAYA YÖNELİK TEPKİ SÜRELERİ YETERLİ DEĞİLDİR.","TRAVEL UNITS, ETKİLENEN SAHİPLERİ BELİRTMEK VE BİLDİRMEK İÇİN NORCOLD İLE ÇALIŞIYOR.  SAHİPLERE, ÇÖZÜMÜ ÜCRETSİZ OLARAK ALMAK İÇİN NORCOLD BAYİLERİYLE İLETİŞİME GEÇMELERİ TALİMATI VERİLECEKTİR.  EK BİLGİ İÇİN LÜTFEN NORCOLD'UN HATA RAPORU 10E-049'A BAKIN.  GÜVENLİK GERİ ÇAĞIRMASI 5 ŞUBAT 2011'DE BAŞLADI. SAHİPLER 1-800-767-9101 nolu telefondan NORCOLD'LA İLETİŞİME GEÇEBİLİR."
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), belirli 2019 AMG G63, C300, E300, G550, AMG GT63, AMG GT53, 2019-2020 A220, GLA250, GLC300, 2016 C300, 2020 AMG A35, AMG C43, AMG C63'ü geri çağırıyor. Benzinli motorla donatılmış CLA250, E350, E450, GLB250, GLE450, GLS450, GLS580, S560 ve SL550 araçları.  Üretim süreci sırasında, yakıt dağıtım borusu ile enjektörler arasında parçacıklar sıkışmış olabilir ve bu da yakıt sızıntısına neden olabilir.","Bayiler yakıt rayını ve yakıt enjektörlerini ücretsiz olarak değiştirecektir.  Sahip bildirim mektupları 22 Nisan 2022'de gönderildi. Sahipler, 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın geri çağırma numarası 2022030003'tür."
FREIGHTLINER,"Daimler Trucks North America, LLC (DTNA), belirli 2025 Freightliner Cascadia, 108SD, 114SD, Business Class M2, Western Star 47X, 49X, Freightliner Custom Chassis S2RV 106 ve S2C 106 transit otobüslerini, kabinlerini ve şasilerini geri çağırıyor.  Ön aks rot bilyalı mafsal saplamaları çatlayabilir ve kırılabilir, bu da rot kolunun ayrılmasına neden olabilir.",Bayiler rot grubunu ücretsiz olarak değiştirecektir.  Sahip bildirim mektupları 25 Temmuz 2024'te gönderildi. Sahipler 800-745-8000 numaralı telefondan DTNA müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma için DTNA'nın numarası D24R6'dır.
GLAVAL,"EMNİYET KEMERLERİYLE DONATILAN BAZI OTOBÜSLERDE, KOLTUK BACAĞINI ZEMİN RAYINA TUTAN T-SOMUNUN İŞLENMİŞ EĞİMLERİ EKSİKTİR.",T-SOMUNU DEĞİŞTİRMEK İÇİN SAHİPLERİNE GEREKLİ PARÇALAR ÜCRETSİZ OLARAK SAĞLANACAKTIR.  GERİ ÇAĞIRMA 24 MART 2006'DA BAŞLADI. SAHİPLERİ 1-800-445-2825 TELEFONUNDA GLAVAL BUS'LA İLETİŞİME GEÇEBİLİR.
HONDA,"Honda, 13 Mart 2008 ile 21 Aralık 2012 tarihleri ​​arasında üretilen 2009-2013 Pilot ve 2011-2013 Odyssey binek araçlarını geri çağırıyor. Hava yastığı modülünü hava yastığı kapağına bağlayan bir veya daha fazla perçin eksik olabilir.","Honda, araç sahiplerini bilgilendirecek ve araçlarını bir Honda bayisine götürmeleri talimatını verecek.  Bayi, sürücü hava yastığı modülünü inceleyecek ve gerekirse ücretsiz olarak değiştirecektir.  Geri çağırma 14 Mart 2013'te başladı. Araç sahipleri 1-800-999-1009 numaralı telefondan Honda ile iletişime geçebilir."
MOBILITYWORKS,"BAZI UYARLANABİLİR ARAÇLARDA, FBERGLAS YÜKSELTİLMİŞ TAVANLAR DÜZGÜN OLARAK MONTE EDİLMEMİŞ OLABİLİR.","MOBILITYWORKS, ETKİLENEN ARAÇLARI DENETLEYECEK VE ONARACAKTIR.  SAHİBİN BİLDİRİMİ 10 MAYIS 2004'TE BAŞLADI. SAHİPLERİN 1-800-769-8267 no'lu telefondan MOBILITYWORKS'LE İLETİŞİME GEÇMESİ GEREKİR."
TOYOTA,"Toyota Motor Engineering & Manufacturing (Toyota), bazı 2009-2015 Venza araçlarını geri çağırıyor.  İlave Güvenlik Sistemi (SRS) kabloları, sürücü tarafı kapısının düzenli kullanımı nedeniyle hasar görebilir.","Bayiler, sürücü tarafındaki ön kapı kablo demetini ücretsiz olarak inceleyecek ve gerekirse değiştirecektir.  Araç sahibi bildirim mektupları 19 Ekim 2021'de gönderildi. Araç sahipleri 1-800-331-4331 numaralı telefondan Toyota müşteri hizmetleriyle iletişime geçebilir.  Toyota'nın bu geri çağırma numarası 21TB01/21TA01'dir."
GREAT DANE,"GREAT DANE TRAILERS, 16 TEMMUZ İLE 13 AĞUSTOS 2008 TARİHLERİ ARASINDA FEDEX ZEMİN İÇİN ÜRETİLMİŞ, BELİRLİ HALDEX HIZLI TAHLİYE VALFLERİ İLE DONANIMLI 43 MODEL 2009 YARI RÖMORK DÖNÜŞTÜRÜCÜ ARABALARINI, MODEL DLY-0022-00099'U GERİ ÇEKİYOR. (QRV).  QRV'NİN İÇİNDEKİ KAUÇUK DİYAFRAM, DİYAFRAMDAN VE/VEYA DİYAFRAMDAN ÖNEMLİ DÜZEYDE HAVA BASINCI KAÇAĞINA VEYA DİYAFRAMDA HAVA BASINCINI TUTUCU VE SERVİS FRENLERİNİN BOŞALMASINA İZİN VERMEYEBİLECEK BİR KABANCININ GELİŞMESİYLE SONUÇLANAN DELAMİNASYON OLABİLİR.",GREAT DANE SAHİPLERİNE BİLDİRECEK VE ARAÇLAR ÜCRETSİZ OLARAK TAMİR EDİLECEKTİR.  GÜVENLİK GERİ ÇAĞIRMASI 8 HAZİRAN 2009'DA BAŞLADI. SAHİPLER 1-912-644-2100 TELEFONUNDA GREAT DANE İLE İLETİŞİME GEÇEBİLİR.
CHAMPION,"Champion Bus, Inc. (Champion), 1 Ocak 2012 ile 1 Ekim arasında üretilen belirli 2012-2014 model American Crusader, Challenger, Crusader, CTS-FE, CTS-RE, Defender, EZ-Street, HC American, HCAC, LF Transport, M1235, Platinum Shuttle, Stacked Rail ve Federal Coach Premier ve Spirit toplu taşıma otobüslerini geri çağırıyor. 2014, Imperial Supplies, LLC tarafından üretilen belirli üçgen uyarı işaretleri ile donatılmıştır.  Test raporları, C&J etiketli üçgen uyarı işaretlerinin yetersiz miktarda ışık yansıtabileceğini gösteriyor.  Bu nedenle, bu üçgen uyarı kitleri Federal Motorlu Taşıt Güvenlik Standardı No. 125, ""Uyarı cihazları"" ile uyumlu değildir.","Champion, Nisan 2011 ile Nisan 2014 arasındaki üretim tarihleri ​​için sahiplerine üçgenlerini incelemelerini bildirecek ve etkilenen üçgenler ücretsiz olarak değiştirilecektir.  Geri çağırma 6 Ocak 2015'te başladı. Araç sahipleri, 1-810-724-6474 numaralı telefondan Champion müşteri hizmetleriyle iletişime geçebilir."
LEXUS,"Toyota Motor Engineering & Manufacturing (Toyota), Panoramik Görüntü Monitörü (PVM) sistemi ile donatılmış bazı 2022-2026 Toyota, Lexus ve Subaru Solterra araçlarını geri çağırıyor. Modellerin tam listesi için lütfen geri çağırma raporuna bakın. Bir yazılım hatası, araç geri vitesteyken arka görüş kamerasının donmasına veya boş bir ekran görüntülemesine neden olabilir. Dolayısıyla bu araçlar, Federal Motorlu Taşıt Güvenlik Standardı'nın (FMVSS) 111 numaralı ""Arka Görünürlük"" gerekliliklerine uymuyor.",Bayiler park yardımı yazılımını ücretsiz olarak güncelleyecektir. Güvenlik riski sahiplerini bilgilendiren geçici mektupların 16 Aralık 2025'te postalanması bekleniyor. Nihai çözüm mevcut olduğunda ek mektuplar gönderilecek. Araç sahipleri 1-800-331-4331 numaralı telefondan Toyota'nın müşteri hizmetleriyle iletişime geçebilir. Toyota'nın bu geri çağırmaya ilişkin numaraları 25TB13 ve 25LB06'dır. Subaru'nun bu geri çağırma numarası WRE25'tir.
BRAUN AMBULANCES,"Braun Ambulances (Braun), Chevrolet orta ve ağır hizmet şasisi üzerine inşa edilen bazı 2019-2023 Chief XL Type I, Express Plus Type I ve Liberty Type I ambulanslarını geri çağırıyor.  Sıvı Yaylı süspansiyon sistemleri sağ arka fren hattına doğrudan temas ederek aşırı aşınmaya neden olabilir ve muhtemelen arka frenlerin kaybına neden olabilir.",Bayiler arka fren hatlarını ücretsiz olarak değiştirecek ve yeniden yönlendirecektir.  Sahip bildirim mektupları 19 Mayıs 2023'te gönderildi. Sahipler 1-866-305-8402 numaralı telefondan Braun müşteri hizmetleriyle iletişime geçebilir.  Braun'un bu geri çağırma numarası 2023-01'dir.
BUICK,FREN ORANSÖR VALFLERİ KIRILIP ANA SİLİNDİRDEN AYRILABİLİR. BU FREN HİDROLİĞİNİN SIZMASINA İZİN VERİR VE FREN SİSTEMİNİN KISMEN KAYBINA NEDEN OLUR.,BAYİ TÜM ŞÜPHELİ VALFLERİ KONTROL EDECEK VE GEREKTİĞİ TAKDİRDE DEĞİŞTİRECEKTİR.
LEXUS,"Toyota Motor Engineering & Manufacturing (Toyota), Panoramik Görüntü Monitörü (PVM) sistemi ile donatılmış bazı 2022-2026 Toyota, Lexus ve Subaru Solterra araçlarını geri çağırıyor. Modellerin tam listesi için lütfen geri çağırma raporuna bakın. Bir yazılım hatası, araç geri vitesteyken arka görüş kamerasının donmasına veya boş bir ekran görüntülemesine neden olabilir. Dolayısıyla bu araçlar, Federal Motorlu Taşıt Güvenlik Standardı'nın (FMVSS) 111 numaralı ""Arka Görünürlük"" gerekliliklerine uymuyor.",Bayiler park yardımı yazılımını ücretsiz olarak güncelleyecektir. Güvenlik riski sahiplerini bilgilendiren geçici mektupların 16 Aralık 2025'te postalanması bekleniyor. Nihai çözüm mevcut olduğunda ek mektuplar gönderilecek. Araç sahipleri 1-800-331-4331 numaralı telefondan Toyota'nın müşteri hizmetleriyle iletişime geçebilir. Toyota'nın bu geri çağırmaya ilişkin numaraları 25TB13 ve 25LB06'dır. Subaru'nun bu geri çağırma numarası WRE25'tir.
CHEVROLET,"ÖN SÜRÜCÜ VE YOLCU KOLTUĞUNUN ARKA YÜKSEKLİĞİ, FMVSS NO. 202, ""BAŞ KORUMALARI.""","SHERRY DESIGNS, BAYİ VEYA MÜŞTERİNİN KOLTUKLARA EKLEMESİ İÇİN TAKILABİLİR BİR BAŞ DAYANAĞI SAĞLAYACAKTIR."
LAND ROVER,"Jaguar Land Rover North America, LLC (Land Rover), 6 silindirli motorlarla donatılmış bazı 2020-2021 Land Rover Defender araçlarını geri çağırıyor.  Güç Aktarma Sistemi Kontrol Modülü (PCM) araç hareket halindeyken beklenmedik bir şekilde kapanabilir ve bu da motorun herhangi bir uyarı olmadan durmasına neden olabilir.","Bağlantılı Teşhis Hizmetleri (CDS) ve Havadan (OTA) teşhis işlevi, bir bayi tarafından veya bir OTA güncellemesi aracılığıyla ücretsiz olarak devre dışı bırakılacaktır.  Sahip bildirim mektupları 28 Temmuz 2021'de postalandı. Araç sahipleri 1-800-637-6837 numaralı telefondan Land Rover müşteri hizmetleriyle iletişime geçebilir.  Land Rover'ın bu geri çağırma numarası N599'dur."
